Owner,Collection City,Collection City Geocoordinates,Binder,Number,Composer,Nationality,Title,Opera,Pub. City,Pub. State,Pub. Country,Pub. Coordinates,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,61,,,Pensez à moi,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1830,Songs with guitar,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,62,"Adam, Andrew",English,Liberty for me,,,,United States,,,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,63,"Lover, Samuel",Irish,Rory O'Moore,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,1,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,64,"Wiesenthal, T. V. (Thomas Van Dyke)",American,Away! Away we bound o'er the deep,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,65,"Wetmore, William Jarvis",,Cot beneath the hill : a ballad,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,1841,1830,Songs with piano,1,1
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,66,"Lee, Alexander",English,Meet me in the willow glen,,New York,New York,United States,"40.7142700, -74.0059700","Dubois, Bacon & Chambers",,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,67,"Barnett, John",English,Highland minstrel boy,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,68,"Hewitt, John Hill",American,Rosalie Clare : a ballad,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,1833,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,69,,,Lavender girl : air (Morgiana in Ireland),,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,70,"Curtiss, N. P. B. (Nathan P. B.)",American,Withered flowers,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,1839,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,71,"Dufferin and Clandeboye, Helen Selina Blackwood, Baroness",English,"Miss Myrtle, the charming woman",,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,72,"Grayson, F. W. P.",,Oh! there are times in life's dull dream,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1840,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,73,"Spilman, Jonathan E.",American,Flow gently sweet Afton : ballad,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1838,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,74,,,Hark! hark! the soft bugle,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig,1837,1830,Songs with piano,1,1
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,75,"Solá, C. M. (Charles Michel)",Italian,"Far, far o'er hill and dell : Spanish melodie",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,76,"Smith, Penelope",,Place in thy memory dearest,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,77,J. S. R.,,Lords of creation men we call,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1838,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,78,,,When thro' life unblest we rove,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,79,"Clifton, William",,Last link is broken,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,80,"Blockley, John",English,List to the convent bells!,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1830,Songs with piano,1,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,81,"Bayly, Thomas Haynes",English,Old bachelor,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Meignen & Co.,,1830,Songs with piano,1,1
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,82,,,Bright rosy morning,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1835,1830,Songs with piano,1,1
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,83,"Kelly, Michael",Irish,O'er Dales & Mountains stray : duett sung by Mr McFarland and & Mrs Oldmixon in The forty thieves,,New York,New York,United States,"40.7142700, -74.0059700",Dubois,,1830,Vocal duets with piano,0,0
M.J. & C.E. Goodwin,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.10,84,"Bayly, Thomas Haynes",English,Gaily the troubadour touch'd his guitar,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1830,Songs with piano,0,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,1,"Bellini, Vincenzo",Italian,"Hear me, Norma",Norma,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,2,"Weller, H. P.",,Answer to Ben Bolt,,Cincinnati,Ohio,United States,"39.1620000, -84.4568900",W.C. Peters,,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,3,"Glover, Charles William",English,Lady's letter,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,4,"Rimbault, Edward F. (Edward Francis)",English,Gentle words and loving smiles,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Couenhoven, Scull & Co.",,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,5,"Wetmore, William Jarvis",,Uncle Tom's cabin,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,1852,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,6,"Foster, Stephen Collins",American,"Oh boys, carry me long : plantation melody",,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1851,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,7,"Rieman, F.",,Virginia rose bud : Ethiopian song and chorus,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1849,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,8,"Thomas, E.",,I'm weary of being in love!,,Cincinnati,Ohio,United States,"39.1620000, -84.4568900",W.C. Peters,,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,9,"Foster, Stephen Collins",American,Unkle Ned : an Ethiopian melody,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Field & Co.",1848,1850,Songs with piano,0,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,10,"Glover, Charles William",English,Jeannette & Jeannot,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Songs with piano,1,1
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,11,"Cunnington, W. P. (William P.)",American,Juney at the gate,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",J.C. Smith,1850,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,12,"Moscheles, Ignaz",Czech,Swiss boy,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1850,Songs with piano,0,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,13,"Vane, Florence",,Are we almost there : a touching ballad,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1845,1850,Songs with piano,0,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,14,"Kneass, Nelson",American,Poor aunt : Dinah,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,1850,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,15,"Couenhoven, James",,I have something sweet to tell you,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Couenhoven, Scull & Co.",1851,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,16,"Spencer, Frank",,Our hut on the old plantation,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Couenhoven, Scull & Co.",1853,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,17,"Christy, E. P.",American,Old folks at home : Ethiopian melody,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1851,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,18,"Baker, John C.",,Burman lover,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,19,"Foster, Stephen Collins",American,Nelly Bly,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,20,"Woodbury, I. B. (Isaac Baker)",American,Old homestead : song,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",E.H. Wade,1858,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,21,"Donizetti, Gaetano",Italian,Child of the regiment,Fille du Régiment,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900","Couenhoven, Scull & Co.",,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,22,"Foster, Stephen Collins",American,Farewell my Lilly dear,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1851,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,23,"Norton, Caroline Sheridan",English,Officer's funeral,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,,1850,Songs with piano,1,1
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,24,"Wallace, William Vincent",Irish,My Alpine home,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,25,"Christy, E. P.",American,Tilda Horn,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,1852,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,26,"Emilio, Manuel",American,Little Eva : Uncle Tom's guardian angel,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",John P. Jewett & Co.,1852,1850,Songs with piano,1,1
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,27,,,Katy Darling,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,1
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,28,"Hargrave, W. Loftin",,Wait for the wagon,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",James E. Boswell,1851,1850,Songs with piano,1,0
Susan S. Wallace,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.100,29,"Bishop, Henry R. (Henry Rowley)",English,Sounds so joyful,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,1,"Cherry, J. W. (John William)",English immigrant,Shells of ocean,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",F.D. Benteen,,1850,Songs with piano,1,1
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,2,"Davies, George C.",,Bell and chime,,Louisville,Kentucky,United States,"38.2542400, -85.7594100",W.C. Peters,1847,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,3,"Dempster, William R. (William Richardson)",Scottish,Behold the western evening light,,New York,New York,United States,"40.7142700, -74.0059700",T.S. Berry,1853,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,4,"Sinclair, John",Scottish,Johnny Sands : a celebrated comic ballad,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1842,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,5,"Pendleton, Ed. H., Mrs.",,Farewell to the land where the heart-tide is springing,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",W.C. Peters,1850,1850,Vocal duets with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,6,"Blockley, John",English,Household words,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co.",,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,7,"Clifton, William",,Auld Lang Syne,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,8,"Dempster, William R. (William Richardson)",Scottish,Footsteps of angels,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1846,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,9,"Ball, Alexander",,When stars are in the quiet skies,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,10,"Glover, Stephen",English,Royal Irish march,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,11,"Russell, Henry",English,Life on the ocean wave,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt & Co.,1838,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,12,,,Annie Laurie : Scotch ballad,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co.",,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,13,"Tanner, T. H.",,Where dwell the dead,,Buffalo,New York,United States,"42.8864500, -78.8783700",J. Sage & Sons,1856,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,14,"West, W.",,Hymns my mother sung,,Cleveland,Ohio,United States,"41.4995000, -81.6954100",S. Brainard,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,15,"Vane, Florence",,Are we almost there : a touching ballad,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1845,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,16,"Shaw, Oliver",American,Mercy seat,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,17,"Glover, Stephen",English,Holy day of rest,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,1
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,18,"Hopf, B.",,Hope waltzes,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co.",,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,19,"Rawlings, T. A. (Thomas Augustus)",English,Isle of beauty fare thee well,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co.",,1850,Songs with piano,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,20,"Knight, Joseph Philip",English,Come buy my spring flowers,,Cleveland,Ohio,United States,"41.4995000, -81.6954100",S. Brainard,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,21,"Hoffmann, G. R.",,Mountain bell waltzes,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co",1851,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,22,"Heath, L. (Lyman)",American,Grave of Bonaparte,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,23,"Willis, John",,Lake Brie quick step,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1840,1850,Piano music,0,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,24,"Glover, Stephen",English,Blanche Alpen,,Louisville,Kentucky,United States,"38.2542400, -85.7594100","Peters, Webb & Co.",,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,25,"Baker, John C.",,Where can the soul find rest,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,26,"Shaw, Oliver",American,Hours of prayer,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Songs with piano,1,0
Mary Merrill Morton,Indianapolis,"39.7683800, -86.1580400",LOC M1 .A15 v.101,27,"Woodbury, I. B. (Isaac Baker)",American,He doeth all things well,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1850,Songs with piano,1,1
